,Video title,Comments
2363,Why You Probably Won't Become a Data Scientist,do all these points apply to Machine learning as well ?
2364,Why You Probably Won't Become a Data Scientist,Just landed my very first job as a junior data scientist yest watching dis vid in my feed xD
2365,Why You Probably Won't Become a Data Scientist,"why am I watching this, I'm an English major lmao"
2366,Why You Probably Won't Become a Data Scientist,Signed my Data Science position in Sweden today :)
2367,Why You Probably Won't Become a Data Scientist,I’m watching this after landing a Data Scientist Position at my company! :)
2368,Why You Probably Won't Become a Data Scientist,Hey Ken! Just stumbled across your channel and totally agree with this video - I’m a data scientist across the world in australia and I’ve also just uploaded a day in the life video! would love for you to check out ☺️
2369,Why You Probably Won't Become a Data Scientist,"nice video, but this applies to any new job that will come up in the future. If you don't want to learn, you're lost"
2370,Why You Probably Won't Become a Data Scientist,I would highly suggest a masters to get your foot in the door. You’ll almost be guaranteed to get a job after you graduate
2371,Why You Probably Won't Become a Data Scientist,"As a software engineer, you are correct"
2372,Why You Probably Won't Become a Data Scientist,"I don't wanna become a data scientist....I don't even have anything major common with that field

But this video still made me reconsider my options....it good that I remembered I ain't a data scientist before applying for a ...
This video was convincing 👍😁"
2373,Why You Probably Won't Become a Data Scientist,"In a nutshell, DS is hard to learn and put in practice because it requires a lot of passion to learn a lot of topics from different fields, and obviously there's is not a roadmap to learn all these skills.
Imagine that you are living as an architect in the earlies of the industrial revolution, then suddenly there's a boom for mechanical engineering with not structure at all to learn all the stuff. You'll have to learn by yourself physics, math, thermodynamics, etc. This is how DS is, is a new field and a lot of information to drive someone crazy."
2374,Why You Probably Won't Become a Data Scientist,Ignore the haters!
2375,Why You Probably Won't Become a Data Scientist,"Wow, thanks for the video, and I'm just switching over my career now and  I'm really concerned, I feel old because I just a starter programmer and trying to learn data science from zero. And now I just don't know what to say, I guess I don't have any possible way to not continued to pursue this career. There is something amazing and special about this. Something from the core from the foundation that I want to learn, to know, and master.  The problem is that none of us are immortals. But I  will continue to persist, thanks again for sharing..."
2376,Why You Probably Won't Become a Data Scientist,Is becoming a data scientist worth it?
2377,Why You Probably Won't Become a Data Scientist,"Might consider learning UX no code writing 
Front-end and back-end was just too brutal"
2378,Why You Probably Won't Become a Data Scientist,"Awesome video,man.I've recently discovered your channel and i find it really informative and on point!!"
2379,Why You Probably Won't Become a Data Scientist,"Honestly i don’t know what you are on about... Having worked as a Data Scientist for our government and for the 2nd largest bank of my country (Rabobank) i can say with confidence that a “data scientist” is just a data analist with some data engineering and statistics experience... Mabey not “easy” but far from impossible.

Second point i like to point out is that you should not want to work as a data scientist the rest of your life. You get paid significantly less for your work than for example working as a financial analist or data consultant/manager.. 

Your career path if you want to not get scammed (at least in my country) should be something along the line of: 
- BSc Business Informatics or Information Science
- Work 1-2 year as an IT consultant or Data Engineer
- MSc in Data Science, Econometrics or Statistics/Mathematics
- Work 1 year as a Data scientist at a decent company
- Switch jobs and work as a Financial Analist, Data Manager or IT manager. 

You get paid significantly more for basically less work.. my salary went from 3400€ to about 5200€ in 1 year. Worth it people..."
2380,Why You Probably Won't Become a Data Scientist,"Very insightful and sad reality 
Passion is needed to shine in any field"
2381,Why You Probably Won't Become a Data Scientist,I love to learn and my friends say I have a thirst for knowledge. Some odd reason lol I kinda like the data cleaning aspect. Honestly I want to learn data science to align with my life purpose
2382,Why You Probably Won't Become a Data Scientist,Reason 1: I don't want to
2383,Why You Probably Won't Become a Data Scientist,I will thank you once I get job in Data science.
2384,Why You Probably Won't Become a Data Scientist,"""You will never become a data scientist"" .... but .... I am one."
2385,Why You Probably Won't Become a Data Scientist,"Great video. I've been following this channel it's been a while. I'm at a tough crossroad now. 
My current field is Industrial Engineering (machinery maintenance). I want to switch to Data Science so I can make use of my academic knowledge to the full (Maths and Programming), also because I think DS is more Future Proof. I couldn't reach a firm decision yet, still hesitant. 

People who made a career shift to DS, what are your thought on this?"
2386,Why You Probably Won't Become a Data Scientist,"Hey Ken, huge fan of your work. 

I'd like to add that ""data scientist"" is not the only job out there in the ""data field"". You could end up becoming a data engineer, data architect, data analyst, business analyst, systems analyst, software developer, cybersecurity analyst, decisions and operations analytist, etc. 

My point: you could start thinking you want to be a data scientists, but then realize your skill set and interests are better suited for any other of the areas I listed."
2387,Why You Probably Won't Become a Data Scientist,"This is very true.  I have gotten acceptance on this, as I am at the beginning of my journey.  Plus, I am convinced that this is going to pay off with a Fantasy Football championship.  YES!!!!   TOTAL FANTASY FOOTBALL DOMINATION!!!!   BWAHAHAHAHA!!!!?!"
2388,Why You Probably Won't Become a Data Scientist,4:24 broken
2389,Why You Probably Won't Become a Data Scientist,"For sure at least we,ll be analyst.."
2390,Why You Probably Won't Become a Data Scientist,Let us decide what we can and cannot. OK?
2391,Why You Probably Won't Become a Data Scientist,I appreciate the resources. Very helpful. Just wondering if there’s any discount for upgrading “interview query”? Thanks 👍
2392,Why You Probably Won't Become a Data Scientist,Good first step Data Analyst and work up from there. Just saying
2393,Why You Probably Won't Become a Data Scientist,Recently finished listening to the audio book of Grit - strongly recommend this book for anyone also curious about cases demonstrating principles you can apply to measure/hone/learn about achievement via a quantitative social sciences lens.
2394,Why You Probably Won't Become a Data Scientist,"I find it so interesting how just 4-5 years ago, all you heard was how this career was booming, when in reality its overly saturated, especially with people who have years of experience over a recent college graduate. Saying that, I say keep striving for it if you want it. Just dont think its a freebe. Grind out and good luck out there!"
2395,Why You Probably Won't Become a Data Scientist,"I'm already a FS Data Scientist... and I didn't know it. 
Due predominantly to having to DIY everything solo. End to End...  I made the jump without even realizing I had.

Sometimes even a Donkey is just a Unicorn doing cosplay. Blood, Sweat, Tears, Passion, and if you don't have  bilateral carpal tunnel, you're not a FS Data Scientist."
2396,Why You Probably Won't Become a Data Scientist,I’m  learning data science and I will be the successful one 💙💙
2397,Why You Probably Won't Become a Data Scientist,Applied Computational mathematics major here hopefully it will be easier 🙏
2398,Why You Probably Won't Become a Data Scientist,Can I get your inputs on the online data science master degree from eastern university.
2399,Why You Probably Won't Become a Data Scientist,"and then after you became a data scientist, you will realize that after all, its just a statistics with extra software engineering skills. Too many people get stucked in a cool complex algorithm trap while the most important thing in becoming a data scientist (unless you work in a really specific field like NLP & Computer Vision), is to have a solid statistics base"
2400,Why You Probably Won't Become a Data Scientist,"is this the same as a data analyst, if not would you say they have the same or similar barrier to entry?"
2401,Why You Probably Won't Become a Data Scientist,You're right. I might become an AI/ML engineer.
2402,Why You Probably Won't Become a Data Scientist,"Data Science is advertised as statistics combined with big data.
This is completely FALSE.
Additional information technology training seperates a data scientist from a regular statistician.
What does this mean?
A statistician or a data analyst has skills that can be broadly applied - every company needs them.
However, a data scientist sometimes needs to work years in a company before contributing anything."
2403,Why You Probably Won't Become a Data Scientist,"That 3/4+ years of experience hit me really hard! 
Trust me I didn't started for Data Science just because because of high salaries or because it ""sexiest job in world""......Naaaaah.  I started because I like the methodology and the science behind it ( I love mathematics and statistics and a part of CS). 
AM I GOING TO QUIT? HELL NAAAH!!"
2404,Why You Probably Won't Become a Data Scientist,"I’m pursuing my masters in data science and analytics this fall, focused on human centered design."
2405,Why You Probably Won't Become a Data Scientist,"True indeed, I have worked as a data scientist for 2 years shifted my focus from data engineering to data science and after 2.5 years took a complete U-TURN and currently settled with ML/Data engineer. One thing I enjoyed working with DS is to get a complete understanding of maths behind numerical computing library such as TensorFlow, which was quite rewarding for me. 

Although during the journey, I realized that I always want to be an engineer and moreover there is more opportunity as an Engineer rather than being a data scientist."
2406,Why You Probably Won't Become a Data Scientist,"Currently a data scientist at a faang company, everything he said was so true, I studied and clawed my way for 5 solid years to get my current role. However it never ends I will be starting my PhD soon just to keep up... be an SDE if you want money and work life balance"
2407,Why You Probably Won't Become a Data Scientist,"OMG... It's getting tougher for me this month 😬😁

Just One comment by @ForrestKnight and it's a nightmare for me 😂😂 got downwards graph for April month😬😂"
2408,Why You Probably Won't Become a Data Scientist,I'm in so big of a dilemma. Problem 3 states that software engineering might be a better fit then I'll see youtubers regretting their majors the instant I search. Just give me the janitor job at google.
2409,Why You Probably Won't Become a Data Scientist,how long time to become data scientist?
2410,Why You Probably Won't Become a Data Scientist,I thought it was pretty easy to get my data scientist job out of college??? This video seems unnecessarily harsh
2411,Why You Probably Won't Become a Data Scientist,"Hey, I have a finance and accounting background, if I learn python,R and different languages and technical things related to data science, with relevant solo and open source projects, with relevant internships, can I get a good job in the field?"
2412,Why You Probably Won't Become a Data Scientist,"Thank you, couldn't put my experience in better words"
2413,Why You Probably Won't Become a Data Scientist,I cannot agree enough about the point he makes where people don't understand the job. So many people want to skip over the data cleansing portion and get straight to modeling. These people tend to lack the CS skills required for data cleaning too. Data cleansing is the majority of the job and it's disappointing to see the lack of skills in this area among my peers.
2414,Why You Probably Won't Become a Data Scientist,"Can I apply the knowledge of Data Science to Graphic Design?

Thank you beforehand bruh and i hope you enjoy your weekend"
2415,Why You Probably Won't Become a Data Scientist,"Probably right to be honest, got very close to a Jr. data scientist position, lost in the final round—Im in the process of pivoting to data engineering instead"
2416,Why You Probably Won't Become a Data Scientist,"Thanks for the video Ken. I've just started studying a data science certificate and am absolutely struggling. I'm just say ""grit and determination"" to myself over and over!"
2417,Why You Probably Won't Become a Data Scientist,hey can i get the discord server link please
2418,Why You Probably Won't Become a Data Scientist,"I am bad at math, can i still start learning?"
2419,Why You Probably Won't Become a Data Scientist,"Being in software engineering for 30 years, having built tooling to do data cleaning , ingest, data management  etc there is wide breath and depth one needs to have in their tool box dependent on the size of the company your apply too, which many don’t grasp, it not all just stats and charts"
2420,Why You Probably Won't Become a Data Scientist,I just created Resume and currently preparing for Interview. And I don't have any degree. I don't have anything that is good related to Education to put on Resume. Everything relevant for Data Science I Learnt by myself. In few days I'll start applying. Don't know what will happen Since I don't have a degree
2421,Why You Probably Won't Become a Data Scientist,"Bro I will do college or ibm and other micro cousres 
Or if do college which course I will do please please please please please please reply bro!!!!!!"
2422,Why You Probably Won't Become a Data Scientist,"For now I'm just learning pandas(data refining) and matplotlib for personal passion projects, so I dont even know if I want to be a data scientist. I am still trying to find a passion within cs and a niche that I could possibly get paid for"
2423,Why You Probably Won't Become a Data Scientist,"The problem with this vid, it doesn't say what type of skills needed."
2424,Why You Probably Won't Become a Data Scientist,"Help!!
So I just completed by bachelor in statistics and we do not have masters programme in statistics in our place! I cannot leave my home for further study. What is the best subject I can choose for masters in order to become a DS ? And  yes I cannot study computer science!"
2425,Why You Probably Won't Become a Data Scientist,Do you actually have data showing that most people who apply to data science eventually choose another career? Or is this more a prospective warning to the swell of new applicants?
2426,Why You Probably Won't Become a Data Scientist,Pokémon is a great data-set. this guy
2427,Why You Probably Won't Become a Data Scientist,"Truth = Truth, if one is willing to accept it. FYI Ken you just kicked many people in the *****."
2428,Why You Probably Won't Become a Data Scientist,"I know it'll be really hard, I know that there are a lot of obstacles, but I'll try my best and become better every single day to reach my goal. :)"
2429,Why You Probably Won't Become a Data Scientist,"Hey, 
Can you suggest me  what should I do to become an well trained in field of data science ?
I don't have any coding background. 
I watched lots of video related to  #Roadmaps about learning ML,DL, AI, or  any programming language. 
I started watching video of @Krishna naik and  @Tina Huang .  
what should I do first ? 
Currently I'm started learning python, along with this I need to improve my coding skills.  

As a beginner, how I improve my coding skills?
which specific Part I need to focus?
What should I do to stay motivated while studying ? 
Because I'm switching  my career from a manufacturing sector to IT sector. 



please suggest me a proper ways to achieve target in optimal time."
2430,Why You Probably Won't Become a Data Scientist,4:35 funny thing... that's the solution
2431,Why You Probably Won't Become a Data Scientist,Hey what is the complete process of becoming the data scientist
2432,Why You Probably Won't Become a Data Scientist,Is it unwise for someone who studied electrical engineering to master in data science?
2433,Why You Probably Won't Become a Data Scientist,why you got so many papayas?? thank you for making me understand that data science is not my cup of tea.
2434,Why You Probably Won't Become a Data Scientist,"""Great data sex""
Wow, I finally know the words to describe the fun week I've spent cleaning and fixing the data for one of the projects at job xD"
2435,Why You Probably Won't Become a Data Scientist,"I’m an industrial engineer and I’ve been really interested in data science for some time, most of it because of you and your videos. You really explain everything behind it the good and the bad. I’m planning on learning and developing my skills on this field, I love this grind, learning new things all the time, it feels nice growing and evolving every month. Keep it up with your great job!"
2436,Why You Probably Won't Become a Data Scientist,I appreciate the thoughts ken as  its 100% truth of the current market situation and no sugar coating.
2437,Why You Probably Won't Become a Data Scientist,Hey Mate is it worth to study a One Year Data science master in Uk.
2438,Why You Probably Won't Become a Data Scientist,Well I'm paying 60k for a masters degree in it so I hope I'm not screwed.
2439,Why You Probably Won't Become a Data Scientist,"Passion is definitely what pushed me through! Don't think there's anyway around that, if you don't have it you will burn out"
2440,Why You Probably Won't Become a Data Scientist,I know it is not easy to break into this field but I won't easily give up. I hope I can become a data scientist.
2441,Why You Probably Won't Become a Data Scientist,this just motivated me more.
2442,Why You Probably Won't Become a Data Scientist,Discipline is like the holy rail.
2443,Why You Probably Won't Become a Data Scientist,Quick fact: Frankenstein is the scientist who created the monster.
2444,Why You Probably Won't Become a Data Scientist,Is this possible to become a data scientist as a business student?
2445,Why You Probably Won't Become a Data Scientist,Done Voting for you !!! 🙌🙌
2446,Why You Probably Won't Become a Data Scientist,Brutally Honest video. Brutal but Honest. Thanks Ken for showing the reality . However I will still follow this path. When I started this journey I promised myself that I will do whatever it takes.
2447,Why You Probably Won't Become a Data Scientist,"Hi, great video! Tell me something: I have a laptop with AMD Ryzen 5 GPU. I am trying to build things that need CUDA. Is there any way to run it on a AMD GPU? Or it there any alternative that doesn't include buying a new laptop? Thanks"
2448,Why You Probably Won't Become a Data Scientist,"Ken, are you planning to upload any youtube short videos about data science?"
2449,Why You Probably Won't Become a Data Scientist,I got lucky and in early since I studied stats like 15 years ago and did lots of programming projects on the side. Just sort of feel into it... These days I wouldn't aim for being a ds but instead data engineering or BI / analyst stuff. Go in through the back door
2450,Why You Probably Won't Become a Data Scientist,What's the general consensus around tattoos in the data science area?
2451,Why You Probably Won't Become a Data Scientist,"Ken, I appreciate that you don't sugarcoat things while still keeping a positive tone about breaking into data science. I'd be interested in seeing more ""Why You Probably Won't Become A..."" videos for adjacent roles like data analyst and data engineer."
2452,Why You Probably Won't Become a Data Scientist,"I have been working a full time job and doing a data science diploma simultaneously but its really difficult. I still get stunned by the huge potential analysis have on every industry but being a biologist by my degree and clinical researcher by my job, coding sometimes really feels like an impossible task.
I fear I might not be able to succeed in this huge jump from one industry to another but I am hopeful.

1. How do I learn the syntax? I understand the logic but whenever I try doing something, I am unable to recall the correct syntax.
2. How do I overcome the fear of losing this epic jump? I love data and I am trying my level best to work on it but sometimes I just feel very low and don't feel like continuing because of my hectic schedule."
2453,Why You Probably Won't Become a Data Scientist,"Would love to see a series of tackling struggles like,  what method to use and starting processes. Great work!"
2454,Why You Probably Won't Become a Data Scientist,Yo I'm a CSE student and just got a job as a back end software engineer. Fuck this guy. Whatever your dreams are you can achieve them.
2455,Why You Probably Won't Become a Data Scientist,"Great video mate. I am currently completing a MSc in Data science (4 courses done). While I am loving the learning process and fascinated by the field, I have no current plans to have a career in Data science. I get way too caught up when working on a project (especially when debugging code) that other aspects of my life and frankly sanity, suffer. So I can't imagine doing that for a living, as I will never disconnect enough from work."
2456,Why You Probably Won't Become a Data Scientist,“Data Science is the Frankentein of Computer Science with Statistics and Business knowledge”-How a quote can be funny and meaningful at the same time..haha
2457,Why You Probably Won't Become a Data Scientist,It's been a tough journey for me till date.. Learnt a lot but still lot to learn.. DS is not a easy field to pursue..
2458,Why You Probably Won't Become a Data Scientist,That corny wink about the email was awesome. Love the video Ken. Now I can go back to making snarky comments about it on LinkedIn...
2459,Why You Probably Won't Become a Data Scientist,"Appreciate this Ken, I watched this to really test my mettle before embarking on my masters in data science and AI because it was on my recommended list. Safe to say I paid attention to the points you made but I didn’t feel disheartened at any point! Thanks for this video and pointing out the challenges faced, I think it’s very important to be aware of these challenges beforehand."
2460,Why You Probably Won't Become a Data Scientist,"Hi Ken Jee
I want to ask, what do you think of CS50 Introduction to programming offered by Harvard? I am an absolute beginner, started learning python few days ago. The course offers other additional programming languages like Java, C, SQL etc. So shall I go for it? Or will there be extra unnecessary knowledge that has nothing to do with data science?"
2461,Why You Probably Won't Become a Data Scientist,I have no experience in anything. Graduated with a 2.5 in college. Just go admitted to grad school in data science! You could do it too!
2462,Why You Probably Won't Become a Data Scientist,"Well, if the jobs are hard to find I might as well do a phd while I have that time I guess"
2463,Why You Probably Won't Become a Data Scientist,"My personal advice is to start as a Data Analyst (or Business Analyst), study on your free time and kick ass on your job. If you're open to your boss and he/she likes you, it will be much easier to make an internal transition to ds inside the company you already work for. It's not still not easy tho.. good luck!"
2464,Why You Probably Won't Become a Data Scientist,"So I’m studying management data analysis, would that be in data science role or data analytic?"
2465,Why You Probably Won't Become a Data Scientist,"Watching this was such a relief. After all this time I thot it was just me still confused. Being in a Data engineering role for 5 years role still figuring out data science before plunging. 

Try try till you succeed🤞
- your new subscriber.🙏"
2466,Why You Probably Won't Become a Data Scientist,"I am still at uni (bs comp sci) making a career pivot, and I must say I was hesitant to watch this video (scared the title would be true)…

Anyway, I watched it. Loved it. 

I still love data, and learning (even though the uni mountain seems HUGE sometimes) and you didn’t scare me off. 

I will get there. 

Keep up the good work, love the videos and the newsletter!! Oh, that blooper was gold 🤣"
2467,Why You Probably Won't Become a Data Scientist,"7:42 Ohhh my... I was dying laughing at this one 😂😂.  Unfortunately, because I can totally relate 😫. 
Loved this vid Ken, great perspective as usual!!"
2468,Why You Probably Won't Become a Data Scientist,"Just a couple of comments on this excellent video:

For Challenge 4: Actually I'd said find the COMPANIES you'd like to go in order to decide what you want to learn. Try to learn as much as you can from them, and not just their recruitment process. Now, I have yet to find a data science job but I've been around in the job hunting department. There's nothing that puts off an employer more than someone in an interview knowing nothing about the company (I've been there!) ... the reverse is also true, there's nothing more compelling for a prospective employer than an canditate who not just put out the work on their skills but on knowing the company (i've been there too!). It show commitment and the right kind too!

As for the continued learning part, I've learned (duh!) that it something that you need to do constantly for a good life anyways ... no matter what job or hobby you like to do. I probably cited the following quotes a 1000 times in my entourage and probably here too but listen (possibly again):

""We are what we repeatedly do. Excellence then is not an act but an habit!"". You'll find out that this quote holds true not just for data science but also ... anything really in life really. 

It is also why challenge like #66daysofdata are valuable ... and not just for you professional career but, again ... for anything you want to do really. 

There is a metric tons of things to say about habit formation and, again, I still stand by the methods of stephen guise (which really work well!), but the gist of it is actually quite simple:

work on making your habit sustainable long term before trying to put in massive loads of work. if you do the latter, chances are high you'll burn out (fast!). Do the former, and your brain and body will slowly adjust and adapt to that new habit you're trying to form. 

PS: The variance is quite around the 66 mean to form a new habit. Some can take almost 215 days to form and others can take hold in as little as 12 days!!  (I've been there on both front!) 
But, as they say, your mileage may vary!! 

Safe journey and good luck everyone :o)"
2469,Why You Probably Won't Become a Data Scientist,"Thank you for the great video as always Ken. The grit aspect towards the end really speaks to me as someone trying to enter into the field. I remembered when I first started out going into this field my first year at UC Davis, I felt a major hit of imposter syndrome. It all really started out with when I interviewed for a Data Science project for the Data Science club at UC Davis. The president at the time (who interviewed me) asked questions about my project experience, interest in sports (this was a sports analytics project that required computer vision to analyze the movements of players), last book I read, project experience, and my SAT math score. As I answered those questions, he didn't like many answers to any of them (never had projects because I just learned how to code from my Introductory Python course I took the quarter before the interview, not into sports, stupidly said the last book I read was ""To Kill a Mockingbird"" even though it was a book about Robert Kennedy (I was kind of nervous here), and I scored in the 600 range for math) and proceeded to say this, ""Look Jeffrey, I know there's way smarter people than you. Tell me, what makes you stand out?"" My response was, ""Uh... I'm willing to work,"" and he said, ""*sigh* Everyone's willing to work."" I basically failed the interview and he basically implied that this field isn't for me (to add insult to injury, I saw someone do better than me at the interview right after I finished). Not only that, some people thought that I would end up at McDonald's after I graduated. To compensate, I did side projects throughout sophomore year, got accepted into Facebook's Data Science mentorship called the Facebook Data Challenge 2020, secured a summer internship as a Data Analyst at the Federal Reserve Bank of San Francisco, got accepted into the MURPPS Research Program at UC Davis, and I'm on my way to prepare for an interview for a Bioinformatics Research Position in the Molecular and Cell Biology department at UC Davis to use machine learning models to predict the structure of DNA/RNA to determine how this can lead toward genetic diseases. I'm glad that having developed a sense of grit throughout the years has been so far useful for not only proving people wrong, but also giving me great opportunities."
2470,Why You Probably Won't Become a Data Scientist,I will become a data scientist for sure!! With one course on Udemy I figured out to clear up my basics and going on continued with the journey for the basics. Will learn it at any cost !! ❤️❤️
2471,Why You Probably Won't Become a Data Scientist,"Hey, It is good to know the challenges you will face in achieving a particular thing. Thanks for that...  66daysofdata data helping me to nurture the good habit of data science learning. I will try my best to achieve my goal..."
2472,Why You Probably Won't Become a Data Scientist,Thank you for this video Ken Jee
2473,Why You Probably Won't Become a Data Scientist,"""Continued learning"" and ""Grit"". I need to continue learning about how to have the ""Continued learning"" skill set."
2474,Why You Probably Won't Become a Data Scientist,"LOL'ed at the goofy giggle to  ""data-sex"" at the end."
2475,Why You Probably Won't Become a Data Scientist,The blooper at the end is the quality content I subscribed for.
2476,Why You Probably Won't Become a Data Scientist,"Great advice, Ken. As someone trying to break into the field from a MS Math, I agree the entry level market is oversaturated, though a lot of candidates are unqualified. MSDS programs (which seem to dictate which skills are ""trending"") put emphasis on data viz & ML in Python (pandas, NumPy, Matplotlib, scikit-learn) but from what I've seen in job postings, very few data roles use these. Outside of FAANG, where ML operations are critical, most companies need analysts (SQL, Tableau) or SWEs to build pipelines. Creating Jupyter notebooks and applying scikit-learn is a very narrow, high-supply-low-demand skillset. There is a 2020 MIT article suggesting 1 in 10 companies benefited from ML efforts. 

I think it's important to learn skills that are trending once you're in the field, but until then it's better to learn skills that are in high demand (SQL, Tableau, cloud services).  This is what I'm dedicating my time to now."
2477,Why You Probably Won't Become a Data Scientist,"That wink was so cute. I started reading GRIT a week ago, it’s a good book."
2478,Why You Probably Won't Become a Data Scientist,Thanks for being sincere about this kind of journey. Lets make our best effort and never give up. Greetings from Argentina!
2479,Why You Probably Won't Become a Data Scientist,Data Scientist... Becoming! 🔋
2480,Why You Probably Won't Become a Data Scientist,"Great video Ken!
I feel you, I cried two days ago trying to fit data into SVM and Adaboost.
The first worked, but the second still doesn't. Gotta keep on grinding, eh?!"
2481,Why You Probably Won't Become a Data Scientist,Ken between Data Science and Data Analytics wich one is more compatible with getting a remote job from another country? Keep it up man
2482,Why You Probably Won't Become a Data Scientist,How can you fare as a freelance data scientist or a machine learning engineer?
2483,Why You Probably Won't Become a Data Scientist,"hey Ken, greetings of the day...I was wondering if you can make a video about creating a data science startup...thanks in advance"
2484,Why You Probably Won't Become a Data Scientist,"The odds are surely stacked against me being 46 years of age and only having worked jobs that pay minimum wage or $1 above minimum wage at most, and no related job experience. Yet, I still refuse to give up on the good life even if it means settling to be a data analyst or some other computer science job like software engineering, data engineering, DBA, etc. If I want the good life, quitting is not an option."
2485,Why You Probably Won't Become a Data Scientist,We demand a bloopers only video 👀
2486,Why You Probably Won't Become a Data Scientist,"Jokes on you, your videos made me land a spot on a good university"
2487,Why You Probably Won't Become a Data Scientist,I feel sad thu but still want to do it.
2488,Why You Probably Won't Become a Data Scientist,I think #3 is by far the most important. It's pretty easy to get sucked in because everybody else is. Maybe this is not for you though and that's okay! You're not a failure for realizing that and going after something else.
2489,Why You Probably Won't Become a Data Scientist,"I think consistency is the most important thing I learned this year, with channels such as yours and with challenges such as #66daysofdata and #100DaysOfCode. Specially since my college classes are not tech related, since I study political science, but I want to incorporate data science tools into political analysis, so having a schedule of 1h of learning and coding everyday is helping so much! I might not become a data scientist per se, but I really believe that with consistency and perseverance I will be able to learn the skills by the end of the year! 😁"
2490,Why You Probably Won't Become a Data Scientist,"Don’t sugarcoat things, Ken. Just tell me I’m not smart enough."
2491,Why You Probably Won't Become a Data Scientist,"Great video with great, useful information. Thank you."
2492,Why You Probably Won't Become a Data Scientist,"8:24 Wait, what? Haha, that was a hilarious blooper!"
2493,Why You Probably Won't Become a Data Scientist,"3:12 Yes, love for the process is definitely a good reason to become a data scientist. This reminded me of Michael Jordan’s contract including a clause on “For the love of the game” . I am with you on Grit and Persistence as well as patience as the large skill sets that would shape us to become the unique data scientist we would become takes time, care and nurture. As Rome is not built in a day, becoming a data scientist or being a data scientist can take a lifetime to attain or maintain. Thanks Ken for this thought-proving video!"
2494,Why You Probably Won't Become a Data Scientist,"It's can very well be a ""who you know"" industry as well. (As many are)

A friend of mine got a job as a data scientist because a company didn't really know what a data scientist is capable of, but through conversations with someone at the company,  explaining what he's learning and able to do they brought him in on a 6 month contract to test the waters.  His work resulted in the company finding inefficiencies in their supply chain that went completely unnoticed for over a decade. Needless to say they offered a full time position and expanded their data analytics/data science department."
2495,Why You Probably Won't Become a Data Scientist,Fight to the finish! :)
2496,Why You Probably Won't Become a Data Scientist,I have graduated in civil engineering.... But I wanted to be a data scientist... I have picked up a online course from coursera powered by IBM.... & I do follow you as well so that I can get more knowledge.... One day I will be a successful data scientist... ❤️
2497,Why You Probably Won't Become a Data Scientist,Where do you think the ML engineering field is heading? Saturation the same ?
2498,Why You Probably Won't Become a Data Scientist,"New look I see💯
I think for me it time management with college and data science and Internship going on hard to handle and also take care of my personal needs etc is hard but putting in efforts also loved your point and reality check this willl help us to make some relatistc expectations and also have backup and be ready adjust a but when time comes 💯🙌"
2499,Why You Probably Won't Become a Data Scientist,You are amazing and inspiring. Much love.
2500,Why You Probably Won't Become a Data Scientist,06:26 was that a wink? 🤣
2501,Why You Probably Won't Become a Data Scientist,Despite of all these .. and  No matter how many difficulties will come on the way...   I'll never give up on becoming data scientist.❤
2502,Why You Probably Won't Become a Data Scientist,"DS will probably eventually just be broken apart.  Data engineers, ML engineers, DAs, etc.  I like the tech side of it personally so I’m leaning more towards engineering and analysis.  But that’s just my preference.  It can be hard to break into “data science”. So I’d tell people to not get so hung up on the title.  When I finished my internship I had an offer for a data scientist role and a data analyst role.  The DA role played nearly twice as much and used much of the same tech.  Keep your options open."
2503,Why You Probably Won't Become a Data Scientist,As an aspiring data scientist thats started out recently... that’s not the video title I wanted to see
2504,Why You Probably Won't Become a Data Scientist,fresh cut ok i see youuu
2505,Why You Probably Won't Become a Data Scientist,"Thanks for watching everyone! It is an uphill battle, but I still believe that it is possible to make it as a new entrant into this profession! Also, sorry for the self plug, but if you're looking to stay up to date with what I'm reading, learning, etc. I would love it if you signed up for my newsletter! https://www.kennethjee.com/newsletter"
2506,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,You're the man! Just found your channel and am loving the content. I'm interested in exploring data science for baseball so this stuff is very relevant.
2507,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,I want to be in lawn tennis as a data scientist/analyst/ sports analyst do you have any suggestions?
2508,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,Great interview!
2509,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,"I am planning to start my masters in busienss analytics during fall 2021. What would my course of plan be right now? 

What should I start with first? Programming or maths or excel or reporting tools??"
2510,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,😂 I definitely used screenshots of tables in business school. Glad to see you having fun. Just purchased your course on Udemy.
2511,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,"Ken Jee, have you some book or video about sport analytics to learn more about this field ? thank you"
2512,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,Hey Ken i sent you an email. I'm the guy from twitter sry fr bothering u Everyehere😅
2513,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,"Ken Jee, the data science quality content steamrolling machine :D
Great seeing all of those different perspectives on the topic!"
2514,Sports Analytics & Streaming Data Science on Twitch (Nick Wan) - KNN EP. 08,Never knew there were Data Science streamers!  The more platforms the community has the better!
